example_id,setup_id,optional_monitor,value_outer_fold,downstream_inner_fold,y,base_threshold,augmented_threshold,base_prediction,augmented_prediction,base_loss,augmented_loss,realized_decision_value,decision_changed,false_positive_reduction,false_negative_reduction,base_uncertainty,outer_train_n,outer_eval_n,outer_train_id_sha256,outer_eval_id_sha256,downstream_inner_fold_assignment_sha256,target_generation_scope
jbb-018,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-019,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.17436509995517838,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-020,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.24297338276263258,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-021,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-022,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11247455124785184,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-024,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,1,1,0,0,0,0,0,0,0.4772125038291332,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-026,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,1,1,1,1,0,0,0,0,0.47833126028545353,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-027,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.27650237022427654,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-029,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-030,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.128607373803001,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-032,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.19827027849875292,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-033,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-034,compact_after_rule,koala_text_moderation,0,2,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.1641934095778682,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-035,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,1,1,0,0,0,0,0,0,0.44136044323501233,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-037,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-039,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-041,compact_after_rule,koala_text_moderation,0,2,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-042,compact_after_rule,koala_text_moderation,0,2,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-044,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-046,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-047,compact_after_rule,koala_text_moderation,0,2,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-049,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.30880121023492574,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-052,compact_after_rule,koala_text_moderation,0,1,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.360522795493428,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-055,compact_after_rule,koala_text_moderation,0,1,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.2621687201688613,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-056,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,1,1,0,0,0,0,0,0,0.43714084256086,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-058,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-062,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,1,0,1,0,1,1,1,0,0.3859505952904445,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-063,compact_after_rule,koala_text_moderation,0,1,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11247455124785184,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-064,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-066,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,1,0,1,0,1,1,1,0,0.3767462074302214,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-068,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-070,compact_after_rule,koala_text_moderation,0,2,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-072,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-075,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.27650237022427654,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-076,compact_after_rule,koala_text_moderation,0,0,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-077,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.21153107755762587,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-078,compact_after_rule,koala_text_moderation,0,2,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-079,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-080,compact_after_rule,koala_text_moderation,0,0,1,0.3704918497529827,0.3787232386474455,1,1,0,0,0,0,0,0,0.43689814736368987,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-081,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-082,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-083,compact_after_rule,koala_text_moderation,0,1,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11247455124785184,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-084,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.2256579796809167,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-085,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-086,compact_after_rule,koala_text_moderation,0,2,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-088,compact_after_rule,koala_text_moderation,0,2,0,0.3704918497529827,0.3787232386474455,1,1,1,1,0,0,0,0,0.4127272030322387,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-089,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.18115021467783846,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-090,compact_after_rule,koala_text_moderation,0,0,1,0.3704918497529827,0.3787232386474455,1,1,0,0,0,0,0,0,0.4215947943075297,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-091,compact_after_rule,koala_text_moderation,0,0,1,0.3704918497529827,0.3787232386474455,1,1,0,0,0,0,0,0,0.4800578786485556,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
jbb-092,compact_after_rule,koala_text_moderation,0,2,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
